,Shading Maps
840,"[[ 0.          0.          0.1572327   0.39308176  1.41509434  3.4591195 ]
 [ 0.07861635  0.1572327   0.47169811  1.10062893  5.4245283  10.        ]
 [ 0.          0.55031447  1.6509434   4.55974843 10.         10.        ]
 [ 0.78616352  1.25786164  4.24528302  9.27672956 10.         10.        ]
 [ 0.94339623  4.32389937 10.         10.         10.         10.        ]
 [ 1.88679245 10.         10.         10.         10.          9.82704403]
 [ 8.01886792 10.         10.         10.         10.          9.35534591]
 [10.         10.         10.         10.         10.          4.95283019]
 [10.         10.          8.96226415 10.          9.98427673  2.90880503]
 [ 7.31132075  8.56918239 10.         10.          2.59433962  7.54716981]]"
841,"[[ 0.          0.          0.04690432  0.          0.          0.        ]
 [ 0.28142589  0.32833021  0.04690432  0.          0.32833021  0.04690432]
 [ 7.83302064  8.630394    3.37711069  0.56285178  0.84427767  0.51594747]
 [10.         10.          7.59849906  2.48592871  5.20637899  3.51782364]
 [ 2.90806754 10.         10.         10.         10.          5.2532833 ]
 [ 4.45590994 10.         10.         10.         10.          5.15947467]
 [ 7.59849906 10.          9.33395872 10.         10.          2.43902439]
 [ 6.00375235  9.33395872 10.         10.         10.          0.46904315]
 [ 1.64165103  5.90994371 10.          8.91181989  6.05065666  0.42213884]
 [ 2.1575985   9.42776735  5.95684803  3.0956848   1.50093809  0.09380863]]"
842,"[[ 4.03669725  7.11009174  7.33944954  2.47706422  0.32110092  0.09174312]
 [ 4.40366972  4.49541284  5.73394495  3.0733945   0.50458716  0.18348624]
 [ 1.23853211  2.43119266  4.03669725  5.73394495  1.46788991  0.87155963]
 [ 0.41284404 10.         10.          7.47706422  3.53211009  1.14678899]
 [ 3.0733945  10.          7.06422018 10.          4.40366972  1.37614679]
 [ 0.13761468  5.50458716  9.35779817 10.          7.11009174  2.1559633 ]
 [ 0.13761468  5.64220183  8.25688073 10.         10.          3.57798165]
 [ 0.          3.25688073  6.05504587 10.         10.          7.43119266]
 [ 0.          1.42201835  7.11009174  6.88073394 10.          9.12844037]
 [ 0.          0.77981651  5.87155963  7.29357798 10.          5.96330275]]"
843,"[[ 4.20138889  3.68055556  0.24305556  0.55555556  0.24305556  8.26388889]
 [ 5.55555556  2.56944444  1.84027778  2.15277778  6.04166667 10.        ]
 [ 5.41666667  1.18055556  2.25694444  3.75        7.84722222 10.        ]
 [ 2.29166667  0.76388889  1.80555556  1.77083333  8.99305556 10.        ]
 [ 0.41666667  0.17361111  1.35416667  7.8125      9.375       4.89583333]
 [ 0.13888889  4.54861111 10.          5.86805556  2.56944444  1.66666667]
 [ 3.71527778  7.88194444  8.4375      2.77777778  1.11111111  0.13888889]
 [ 2.77777778  6.07638889  5.17361111  3.29861111  1.07638889  0.76388889]
 [ 1.07638889  8.57638889 10.         10.          4.375       0.10416667]
 [ 6.18055556  2.77777778  2.43055556  9.96527778  3.47222222  0.        ]]"
844,"[[ 6.6091954   8.7164751  10.         10.          7.08812261  3.5440613 ]
 [ 6.6091954  10.         10.         10.         10.         10.        ]
 [ 7.47126437 10.         10.         10.         10.         10.        ]
 [ 7.85440613 10.         10.         10.         10.         10.        ]
 [ 4.11877395  8.52490421 10.         10.         10.         10.        ]
 [ 2.87356322  3.16091954  3.92720307  4.11877395 10.         10.        ]
 [ 0.38314176  1.91570881  1.34099617  4.21455939 10.         10.        ]
 [ 0.09578544  0.19157088  0.67049808  3.5440613   9.09961686 10.        ]
 [ 0.          0.          0.4789272  10.         10.         10.        ]
 [ 9.29118774 10.         10.          8.04597701 10.         10.        ]]"
845,"[[ 0.          0.          0.          0.18337408  3.91198044 10.        ]
 [ 0.          0.06112469  0.18337408  0.61124694  4.09535452  9.71882641]
 [ 0.18337408  0.30562347  0.85574572  0.61124694  1.71149144  6.60146699]
 [ 0.48899756  1.65036675  3.36185819  3.78973105  3.2396088   9.22982885]
 [ 4.400978   10.         10.         10.         10.         10.        ]
 [ 5.50122249 10.         10.         10.         10.         10.        ]
 [ 2.87286064  5.37897311 10.         10.         10.         10.        ]
 [ 1.77261614  5.92909535 10.         10.         10.          6.35696822]
 [ 1.46699267  4.27872861  9.7799511  10.          9.35207824  4.03422983]
 [ 1.1002445   3.78973105  8.43520782  7.94621027  2.68948655  0.55012225]]"
846,"[[ 0.          2.95823666  7.30858469  9.16473318  3.19025522  0.69605568]
 [ 0.2900232   3.0162413   7.07656613  9.86078886  4.64037123  0.75406032]
 [ 1.10208817  3.94431555  7.48259861  8.00464037  6.43851508  2.55220418]
 [ 3.19025522  6.3225058   8.99071926  6.55452436 10.         10.        ]
 [ 5.7424594  10.          8.52668213  5.33642691  6.78654292  7.88863109]
 [ 5.91647332  9.45475638  6.3225058   3.42227378  0.87006961  1.27610209]
 [ 5.62645012 10.         10.          9.16473318  4.40835267  7.54060325]
 [ 4.00232019  9.0487239  10.         10.          8.93271462 10.        ]
 [ 1.97215777  5.10440835  7.30858469  7.94663573  5.7424594  10.        ]
 [ 0.69605568  2.66821346  7.01856148  6.612529    5.51044084 10.        ]]"
847,"[[ 0.          0.24096386  1.86746988  3.61445783  5.60240964  4.45783133]
 [ 0.6626506   2.77108434  6.62650602  7.77108434  7.95180723  7.95180723]
 [ 2.28915663  7.95180723 10.         10.         10.         10.        ]
 [ 0.12048193  1.26506024  1.44578313  4.21686747  5.24096386  5.42168675]
 [ 0.12048193  2.04819277  6.5060241   5.48192771  3.43373494  1.68674699]
 [ 0.78313253  6.26506024 10.         10.          5.24096386  1.80722892]
 [ 1.26506024  8.97590361 10.         10.          7.22891566  3.79518072]
 [ 4.63855422 10.         10.         10.          9.03614458  5.30120482]
 [10.         10.         10.          9.03614458  8.07228916  2.40963855]
 [10.         10.         10.          8.55421687  4.69879518  0.90361446]]"
848,"[[ 4.98046875  5.12695312  4.4921875   3.27148438  1.22070312  0.        ]
 [ 5.95703125  8.0078125   7.47070312 10.          3.36914062  0.04882812]
 [ 3.66210938  5.2734375   7.32421875 10.         10.          6.93359375]
 [ 1.07421875  2.24609375  5.61523438 10.         10.         10.        ]
 [ 1.66015625  3.46679688  5.859375   10.         10.          5.46875   ]
 [ 5.32226562 10.         10.          6.98242188  4.24804688  2.05078125]
 [ 6.73828125  6.4453125   3.46679688  2.44140625  1.12304688  1.07421875]
 [ 7.71484375 10.          0.63476562  0.73242188  1.66015625  4.05273438]
 [ 6.93359375 10.          3.27148438  4.58984375  5.859375    3.56445312]
 [ 1.80664062  4.8828125   9.5703125  10.          7.27539062  1.31835938]]"
849,"[[ 0.          1.88172043  1.07526882  1.29032258  0.64516129  1.02150538]
 [ 0.2688172  10.          6.39784946  2.95698925  2.20430108  3.49462366]
 [ 2.20430108 10.         10.          4.35483871  7.20430108 10.        ]
 [ 6.29032258 10.         10.         10.         10.         10.        ]
 [ 2.90322581  5.10752688 10.          6.72043011  9.7311828  10.        ]
 [ 1.39784946 10.         10.         10.          9.89247312 10.        ]
 [ 6.12903226 10.         10.         10.          6.72043011  3.49462366]
 [10.          9.51612903  8.65591398  6.4516129   2.90322581  1.23655914]
 [ 0.91397849  1.29032258  3.22580645  2.84946237  1.07526882  0.05376344]
 [ 0.05376344  0.69892473  0.53763441  0.37634409  0.16129032  0.05376344]]"
850,"[[ 0.          0.04378284  0.43782837  1.70753065  3.98423818  2.80210158]
 [ 0.          0.08756567  1.83887916  3.8966725   5.07880911  3.80910683]
 [ 0.          0.39404553  2.49562172  2.67075306 10.          7.09281961]
 [ 0.74430823  1.75131349  3.59019264  1.44483363 10.          9.98248687]
 [ 2.05779335  4.64098074  3.85288967  1.40105079 10.          8.58143608]
 [ 3.76532399  7.88091068  4.64098074  1.5323993   3.28371278  5.60420315]
 [ 3.8966725   8.93169877  5.07880911  1.882662    2.23292469  2.05779335]
 [ 1.66374781  9.41330998  3.0647986   4.46584939  0.87565674  0.43782837]
 [ 1.66374781 10.         10.          4.99124343  0.65674256  0.08756567]
 [ 4.02802102 10.         10.          8.09982487 10.         10.        ]]"
851,"[[ 0.75549451  5.49450549  9.47802198  6.25        4.80769231  1.03021978]
 [ 3.84615385 10.         10.         10.          7.28021978  0.48076923]
 [ 7.89835165 10.         10.         10.          0.54945055  0.        ]
 [10.         10.         10.          5.63186813  0.96153846  5.21978022]
 [ 8.79120879 10.         10.         10.         10.         10.        ]
 [ 6.59340659 10.          9.34065934 10.         10.         10.        ]
 [ 1.30494505  2.88461538  7.96703297  8.37912088 10.          4.25824176]
 [ 5.76923077  9.40934066  9.27197802 10.         10.          2.1978022 ]
 [ 6.59340659  8.85989011  6.04395604 10.          3.84615385  0.41208791]
 [ 4.0521978   2.54120879  1.23626374  4.0521978   0.06868132  0.        ]]"
852,"[[ 0.          0.          4.01408451 10.          4.43661972  1.12676056]
 [ 0.          6.54929577 10.          6.47887324  2.11267606  7.18309859]
 [ 6.33802817 10.          7.46478873  3.87323944  6.61971831 10.        ]
 [10.         10.          5.28169014 10.          3.30985915  0.63380282]
 [10.         10.         10.          7.18309859  5.21126761  3.30985915]
 [ 4.22535211 10.         10.          8.87323944 10.         10.        ]
 [ 2.81690141 10.          1.83098592  1.47887324  2.04225352  2.6056338 ]
 [10.          2.67605634  3.02816901  6.54929577  5.         10.        ]
 [10.          8.30985915  7.53521127  5.14084507  7.25352113  9.64788732]
 [10.          9.71830986  2.25352113  0.98591549 10.          0.        ]]"
853,"[[ 0.30991736  2.16942149  3.66735537  4.59710744  7.48966942  4.8553719 ]
 [ 0.92975207  3.56404959  9.19421488 10.         10.          6.76652893]
 [ 1.96280992  6.86983471 10.         10.         10.          4.1838843 ]
 [ 2.63429752 10.         10.         10.          6.71487603  4.1322314 ]
 [ 3.15082645 10.         10.          8.72933884  5.16528926  8.3161157 ]
 [ 9.24586777 10.          9.55578512  5.63016529 10.          0.30991736]
 [10.         10.          6.55991736 10.          2.1177686   0.30991736]
 [ 3.71900826  2.32438017  5.63016529  6.09504132  1.23966942  0.        ]
 [ 0.7231405   1.49793388  4.75206612  6.19834711  1.13636364  1.54958678]
 [ 0.10330579  2.01446281 10.          9.29752066  6.55991736  2.53099174]]"
854,"[[ 0.68965517  2.75862069  6.63793103 10.          8.18965517  3.92241379]
 [ 0.25862069  1.76724138  4.26724138  7.19827586  6.37931034  3.27586207]
 [ 0.          0.0862069   0.77586207  1.72413793  1.20689655  0.51724138]
 [ 0.0862069   0.12931034  0.17241379  0.47413793  0.68965517  0.56034483]
 [ 1.20689655  1.20689655  0.77586207  0.90517241  1.03448276  2.67241379]
 [ 3.57758621  4.65517241  2.45689655  5.68965517 10.          7.32758621]
 [ 6.93965517 10.          9.52586207 10.          2.24137931  1.46551724]
 [ 5.56034483  7.62931034  6.85344828  8.40517241  0.94827586  0.68965517]
 [ 1.89655172  6.37931034 10.         10.          7.06896552  2.80172414]
 [ 6.50862069 10.         10.         10.          6.55172414  3.06034483]]"
855,"[[ 5.91647332 10.          3.24825986  1.33410673 10.          0.23201856]
 [ 8.93271462 10.          3.24825986  2.78422274 10.          0.63805104]
 [10.          7.19257541  1.56612529  7.25058005 10.          1.68213457]
 [ 7.88863109  3.07424594  4.40835267 10.          7.71461717  4.06032483]
 [ 5.45243619  8.17865429 10.         10.          6.43851508  7.83062645]
 [ 9.57076566 10.         10.         10.          6.78654292 10.        ]
 [10.          5.91647332  5.33642691 10.          5.39443155 10.        ]
 [ 3.13225058  0.5800464   1.27610209 10.          6.43851508  6.96055684]
 [ 0.05800464  0.34802784  1.27610209  9.0487239   5.33642691  3.53828306]
 [ 0.          0.17401392  2.66821346  2.7262181   4.98839907  3.07424594]]"
856,"[[ 0.03918495  0.          0.          0.62695925  3.9184953   0.97962382]
 [ 0.          0.19592476  1.05799373  9.48275862  6.50470219  6.89655172]
 [ 0.          0.27429467  7.01410658  8.54231975 10.         10.        ]
 [ 0.          4.27115987  4.31034483  4.97648903 10.         10.        ]
 [ 1.80250784  4.62382445  2.93887147  5.99529781 10.          9.44357367]
 [ 3.68338558  1.72413793  2.6645768   7.28840125 10.          7.40595611]
 [ 0.54858934  0.58777429  2.31191223  9.44357367 10.          9.20846395]
 [ 0.03918495  0.31347962  2.11598746  4.97648903  9.48275862  8.42476489]
 [ 0.11755486  0.39184953  1.68495298  3.29153605  5.72100313  7.2492163 ]
 [ 0.15673981  0.50940439  0.11755486  1.01880878  2.97805643  5.99529781]]"
857,"[[ 0.          0.18656716  0.07462687  0.85820896  1.08208955  0.63432836]
 [ 0.14925373  0.2238806   0.29850746  1.08208955  1.08208955  1.11940299]
 [ 0.07462687  0.2238806   1.23134328  1.56716418  1.67910448  4.44029851]
 [ 0.3358209   0.74626866  0.82089552  1.64179104  2.2761194  10.        ]
 [ 0.52238806  2.42537313  1.71641791  1.82835821  2.68656716  4.51492537]
 [ 3.02238806  8.99253731  9.70149254  5.26119403 10.         10.        ]
 [ 6.38059701 10.         10.         10.          6.52985075  4.96268657]
 [ 9.40298507 10.         10.         10.          3.35820896  0.14925373]
 [ 4.73880597  5.93283582  4.40298507  3.73134328  0.26119403  0.1119403 ]
 [ 1.64179104  1.11940299  0.26119403  0.          0.29850746  4.85074627]]"
858,"[[ 0.          7.1627907  10.          7.62790698  1.69767442  0.13953488]
 [ 2.79069767  4.58139535  6.02325581  1.04651163  0.09302326  0.13953488]
 [ 0.55813953  3.09302326  2.02325581  0.72093023  0.76744186  0.53488372]
 [ 1.79069767  2.55813953  1.34883721  1.23255814  1.88372093  2.30232558]
 [ 2.11627907  1.62790698  2.37209302  3.48837209  3.95348837  3.27906977]
 [ 1.23255814  1.41860465  3.76744186  5.06976744  5.44186047  2.69767442]
 [ 0.46511628  0.81395349  1.44186047  5.51162791  2.20930233  0.51162791]
 [ 0.34883721  0.8372093   2.37209302  8.3255814   3.23255814  1.88372093]
 [ 0.1627907   1.06976744  7.06976744  7.11627907  7.          4.04651163]
 [ 0.09302326  1.          5.          2.93023256  7.18604651  1.09302326]]"
859,"[[ 0.64858491  3.18396226  8.31367925 10.         10.          9.02122642]
 [ 1.53301887  5.77830189 10.         10.         10.         10.        ]
 [ 0.47169811  3.59669811 10.         10.         10.          9.375     ]
 [ 2.47641509  8.78537736 10.         10.          8.43160377  4.00943396]
 [ 3.53773585  7.31132075  9.19811321  5.36556604  3.53773585  1.82783019]
 [ 3.125       4.89386792  3.36084906  0.8254717   0.70754717  0.64858491]
 [ 0.76650943  0.94339623  0.70754717  0.11792453  0.41273585  4.30424528]
 [ 0.05896226  0.          5.30660377  2.65330189  6.60377358  9.78773585]
 [ 2.2995283   4.30424528 10.         10.         10.          8.49056604]
 [ 4.00943396  5.89622642 10.         10.          7.01650943  7.66509434]]"
860,"[[ 6.65467626  6.29496403 10.         10.          2.87769784  1.07913669]
 [10.         10.         10.         10.          1.558753    0.        ]
 [10.         10.          9.71223022 10.          1.49880096  0.71942446]
 [ 5.63549161  6.29496403 10.         10.          3.65707434  3.05755396]
 [ 2.87769784  5.9352518  10.          5.63549161 10.          6.05515588]
 [ 1.61870504  4.49640288  2.21822542  4.73621103 10.          4.19664269]
 [ 0.53956835  0.35971223  0.71942446  5.87529976  8.57314149  2.0383693 ]
 [ 0.23980815  0.83932854  3.05755396 10.         10.         10.        ]
 [ 1.91846523  4.73621103 10.         10.         10.          7.73381295]
 [ 2.21822542  5.87529976 10.          7.43405276  5.87529976  7.9736211 ]]"
861,"[[ 0.16949153  3.81355932 10.          9.83050847  9.66101695  3.98305085]
 [ 8.81355932 10.         10.         10.          9.66101695  1.86440678]
 [10.         10.         10.         10.          3.13559322  0.93220339]
 [ 2.79661017  8.89830508 10.          5.84745763  4.83050847  3.72881356]
 [ 5.25423729 10.          5.          5.93220339  8.81355932  7.79661017]
 [ 9.06779661  2.96610169 10.          6.3559322   9.3220339  10.        ]
 [ 2.03389831 10.         10.         10.         10.          3.81355932]
 [ 0.         10.         10.         10.          4.57627119  0.76271186]
 [10.          8.22033898 10.          8.81355932  3.38983051  1.44067797]
 [ 9.66101695  8.13559322 10.          3.05084746  3.38983051  6.3559322 ]]"
